,adult,id,title,original_language,original_title,overview,popularity,release_date,softcore,video,vote_average,vote_count
5148,False,402529,All Eyez on Me,en,All Eyez on Me,"All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.",4.2017,2017-06-12,False,False,6.723,1264
5149,False,351145,Retribution,es,El desconocido,"While Carlos, a banking executive, takes his two kids to school in his car, he gets a phone call telling him that there is a bomb under the seats and he must to gather a large amount of money; otherwise, his car will blow up.",2.4683,2015-09-21,False,False,6.722,469
5150,False,35554,Cado dalle nubi,it,Cado dalle nubi,"An aspiring singer from southern Italy who's just been dumped moves north to Milan, where he falls in love and enters a TV singing competition show.",1.306,2009-11-27,False,False,6.7,1718
5151,False,10785,The Thing from Another World,en,The Thing from Another World,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,2.6829,1951-04-05,False,False,6.723,712
5152,False,2251,Unfaithful,en,Unfaithful,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,17.9375,2002-05-10,False,False,6.721,1792
5153,False,1088514,The Room Next Door,es,La habitación de al lado,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. Ingrid went on to become an autofiction novelist while Martha became a war reporter, and they were separated by the circumstances of life. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",9.143,2024-10-07,False,False,6.721,709
5154,False,597094,First Love,ja,初恋,"One night in Tokyo, Leo, a young boxer, meets his first love, Monica, an imprisoned sex worker. Caught up in a drug-smuggling scheme, they find themselves pursued by a corrupt cop, a yakuza, his nemesis, and a female assassin.",2.2861,2019-05-31,False,False,6.721,344
5155,False,504603,The World Is Yours,fr,Le Monde est à toi,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",2.0955,2018-08-15,False,False,6.721,447
5156,False,12706,Croupier,en,Croupier,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",4.0882,1998-06-25,False,False,6.721,339
5157,False,11780,Rob Roy,en,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",4.5509,1995-04-13,False,False,6.721,732
5158,False,10874,Muppet Treasure Island,en,Muppet Treasure Island,"Young Jim Hawkins and his two best friends, Gonzo and Rizzo, embark on a voyage across the high seas in search of buried treasure, but soon find that not everyone onboard can be trusted.",5.0927,1996-02-16,False,False,6.722,487
5159,False,10744,The Cooler,en,The Cooler,"Bernie works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow, is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario.",3.5704,2003-11-26,False,False,6.721,400
5160,False,4772,Cul-de-sac,en,Cul-de-sac,"On the run and in search of help, two wounded gangsters find refuge in the secluded castle of a feeble man and his wife; however, under the point of a gun, nothing is what it seems.",2.2173,1966-06-17,False,False,6.7,321
5161,False,818397,Memory,en,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",7.9266,2022-04-28,False,False,6.72,1711
5162,False,512195,Red Notice,en,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",12.4803,2021-11-04,False,False,6.72,6618
5163,False,484641,Anna,en,Anna,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,10.4241,2019-06-19,False,False,6.721,3087
5164,False,11542,Altered States,en,Altered States,"A research scientist explores the boundaries and frontiers of human consciousness. Using sensory deprivation and hallucinogenic mixtures from Native American shamans, he explores these altered states of cognizance and finds that memory, time, and reality itself are states of mind.",5.5205,1980-12-25,False,False,6.721,795
5165,False,9336,Police Academy,en,Police Academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",12.3062,1984-03-22,False,False,6.721,3086
5166,False,9058,Only You,en,Only You,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named 'Damon Bradley', but she has yet to meet him. Preparing to marry podiatrist Dwayne in ten days, Faith receives a phone call from Dwayne's old classmate Damon Bradley, who is on his way to Venice. She impulsively decides to fly to Italy with the hope of finally encountering the man of her dreams. Accompanying her on the trip is her sister-in-law and best friend Kate, who has just left her husband, Faith's brother Larry.",4.533,1994-03-04,False,False,6.72,583
5167,False,8967,The Tree of Life,en,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",6.7942,2011-05-17,False,False,6.719,3411
5168,False,3989,Team America: World Police,en,Team America: World Police,"When North Korean ruler Kim Jong-il orchestrates a global terrorist plot, it's up to the heavily armed, highly specialized Team America unit to stop his dastardly scheme. The group, which has recruited troubled Broadway actor Gary Johnston, not only has to face off against Jong-il, but they must also contend with the Film Actors Guild, a cadre of Hollywood liberals at odds with Team America's 'policing the world' tactics.",5.1873,2004-10-10,False,False,6.721,2113
5169,False,913673,Nefarious,en,Nefarious,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",5.5839,2023-04-14,False,False,6.719,535
5170,False,758336,Love Again,en,Love Again,"Mira Ray, dealing with the loss of her fiancé, John, sends a series of romantic texts to his old cell phone number… not realizing the number was reassigned to Rob Burns' new work phone. Rob, a journalist, is captivated by the honesty in the beautifully confessional texts. When he’s assigned to write a profile of megastar Céline Dion, he enlists her help in figuring out how to meet Mira in person and win her heart.",5.7983,2023-05-04,False,False,6.719,497
5171,False,313922,Green Room,en,Green Room,Members of a punk rock band and a tough young woman are forced to fight for survival after witnessing an act of violence at a skinhead bar.,6.8405,2016-04-15,False,False,6.72,3031
5172,False,107846,Escape Plan,en,Escape Plan,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",12.2666,2013-10-09,False,False,6.719,5727
5173,False,31592,The Old Dark House,en,The Old Dark House,"In a remote region of Wales, five travelers beset by a relentless storm find shelter in an old mansion.",1.567,1932-10-20,False,False,6.719,310
5174,False,13509,The Monster Squad,en,The Monster Squad,"Count Dracula returns to the world of humans accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them the ability to rule the world. A group of horror-loving heroes are the only ones daring to stand in their way.",3.7803,1987-08-14,False,False,6.72,664
